id,product_tmpl_id/id,attribute_id/id,value_ids/id
product_template_rf_30_lite_attribute_line_ancho_pl_mt,product_template_rf_30_lite,product_attribute_ancho_pl_mt,"product_attribute_value_ancho_pl_500_mt_600,product_attribute_value_ancho_pl_550_mt_650,product_attribute_value_ancho_pl_600_mt_700,product_attribute_value_ancho_pl_650_mt_750,product_attribute_value_ancho_pl_700_mt_800,product_attribute_value_ancho_pl_750_mt_850,product_attribute_value_ancho_pl_800_mt_900,product_attribute_value_ancho_pl_850_mt_950,product_attribute_value_ancho_pl_900_mt_1000,product_attribute_value_ancho_pl_950_mt_1050,product_attribute_value_ancho_pl_1000_mt_1100,product_attribute_value_ancho_pl_1050_mt_1150,product_attribute_value_ancho_pl_1100_mt_1200,product_attribute_value_ancho_pl_1150_mt_1250,product_attribute_value_ancho_pl_1200_mt_1300,product_attribute_value_ancho_pl_1250_mt_1350,product_attribute_value_ancho_pl_1300_mt_1400,product_attribute_value_ancho_pl_1350_mt_1450,product_attribute_value_ancho_pl_1400_mt_1500,product_attribute_value_ancho_pl_1450_mt_1550,product_attribute_value_ancho_pl_1500_mt_1600,product_attribute_value_ancho_pl_1550_mt_1650,product_attribute_value_ancho_pl_1600_mt_1700,product_attribute_value_ancho_pl_1650_mt_1750,product_attribute_value_ancho_pl_1700_mt_1800,product_attribute_value_ancho_pl_1750_mt_1850,product_attribute_value_ancho_pl_1800_mt_1900,product_attribute_value_ancho_pl_1850_mt_1950,product_attribute_value_ancho_pl_1900_mt_2000,product_attribute_value_ancho_pl_1950_mt_2050,product_attribute_value_ancho_pl_2000_mt_2100,product_attribute_value_ancho_pl_2050_mt_2150,product_attribute_value_ancho_pl_2100_mt_2200,product_attribute_value_ancho_pl_2150_mt_2250,product_attribute_value_ancho_pl_2200_mt_2300"
product_template_rf_30_lite_attribute_line_alto_pl_mt,product_template_rf_30_lite,product_attribute_alto_pl_mt,"product_attribute_value_alto_pl_500_mt_550,product_attribute_value_alto_pl_550_mt_600,product_attribute_value_alto_pl_600_mt_650,product_attribute_value_alto_pl_650_mt_700,product_attribute_value_alto_pl_700_mt_750,product_attribute_value_alto_pl_750_mt_800,product_attribute_value_alto_pl_800_mt_850,product_attribute_value_alto_pl_850_mt_900,product_attribute_value_alto_pl_900_mt_950,product_attribute_value_alto_pl_950_mt_1000,product_attribute_value_alto_pl_1000_mt_1050,product_attribute_value_alto_pl_1050_mt_1100,product_attribute_value_alto_pl_1100_mt_1150,product_attribute_value_alto_pl_1150_mt_1200,product_attribute_value_alto_pl_1200_mt_1250,product_attribute_value_alto_pl_1250_mt_1300,product_attribute_value_alto_pl_1300_mt_1350,product_attribute_value_alto_pl_1350_mt_1400,product_attribute_value_alto_pl_1400_mt_1450,product_attribute_value_alto_pl_1450_mt_1500,product_attribute_value_alto_pl_1500_mt_1550,product_attribute_value_alto_pl_1550_mt_1600,product_attribute_value_alto_pl_1600_mt_1650,product_attribute_value_alto_pl_1650_mt_1700,product_attribute_value_alto_pl_1700_mt_1750,product_attribute_value_alto_pl_1750_mt_1800,product_attribute_value_alto_pl_1800_mt_1850,product_attribute_value_alto_pl_1850_mt_1900,product_attribute_value_alto_pl_1900_mt_1950,product_attribute_value_alto_pl_1950_mt_2000,product_attribute_value_alto_pl_2000_mt_2050,product_attribute_value_alto_pl_2050_mt_2100,product_attribute_value_alto_pl_2100_mt_2150,product_attribute_value_alto_pl_2150_mt_2200,product_attribute_value_alto_pl_2200_mt_2250,product_attribute_value_alto_pl_2250_mt_2300,product_attribute_value_alto_pl_2300_mt_2350,product_attribute_value_alto_pl_2350_mt_2400,product_attribute_value_alto_pl_2400_mt_2450"
